transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
579.0,02/01/2023,08:21:32,2.0,8.0,Hell's Kitchen,38.0,3.75,Coffee,Barista Espresso,Latte
580.0,02/01/2023,08:23:15,1.0,8.0,Hell's Kitchen,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
581.0,02/01/2023,08:25:22,1.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
582.0,02/01/2023,08:26:13,2.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
583.0,02/01/2023,08:26:21,2.0,8.0,Hell's Kitchen,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
584.0,02/01/2023,08:30:10,1.0,5.0,Lower Manhattan,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
585.0,02/01/2023,08:31:35,1.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
586.0,02/01/2023,08:34:25,2.0,8.0,Hell's Kitchen,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
587.0,02/01/2023,08:34:30,1.0,8.0,Hell's Kitchen,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
588.0,02/01/2023,08:43:50,1.0,8.0,Hell's Kitchen,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
589.0,02/01/2023,08:51:31,2.0,5.0,Lower Manhattan,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
590.0,02/01/2023,08:55:40,1.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
591.0,02/01/2023,09:00:14,1.0,8.0,Hell's Kitchen,39.0,4.25,Coffee,Barista Espresso,Latte Rg
592.0,02/01/2023,09:01:24,1.0,8.0,Hell's Kitchen,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
593.0,02/01/2023,09:06:29,1.0,5.0,Lower Manhattan,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
594.0,02/01/2023,09:07:31,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
595.0,02/01/2023,09:11:10,1.0,8.0,Hell's Kitchen,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
596.0,02/01/2023,09:11:10,1.0,8.0,Hell's Kitchen,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
597.0,02/01/2023,09:11:45,,,Hell's Kitchen,61.0,,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
598.0,02/01/2023,09:11:57,2.0,8.0,Hell's Kitchen,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
599.0,02/01/2023,09:11:57,1.0,8.0,Hell's Kitchen,72.0,3.25,Bakery,Scone,Ginger Scone
600.0,02/01/2023,09:12:47,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
601.0,02/01/2023,09:12:47,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
602.0,02/01/2023,09:17:08,1.0,8.0,Hell's Kitchen,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
603.0,02/01/2023,09:21:01,1.0,8.0,Hell's Kitchen,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
604.0,02/01/2023,09:22:26,1.0,8.0,Hell's Kitchen,40.0,3.75,Coffee,Barista Espresso,Cappuccino
605.0,02/01/2023,09:25:27,1.0,5.0,Lower Manhattan,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
606.0,02/01/2023,09:26:16,2.0,8.0,Hell's Kitchen,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
607.0,02/01/2023,09:29:47,2.0,8.0,Hell's Kitchen,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
608.0,02/01/2023,09:29:47,1.0,8.0,Hell's Kitchen,70.0,3.25,Bakery,Scone,Cranberry Scone
609.0,02/01/2023,09:31:37,2.0,8.0,Hell's Kitchen,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
610.0,02/01/2023,09:33:57,2.0,8.0,Hell's Kitchen,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
611.0,02/01/2023,09:36:26,1.0,8.0,Hell's Kitchen,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
612.0,02/01/2023,09:38:46,2.0,8.0,Hell's Kitchen,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
613.0,02/01/2023,09:40:52,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
614.0,02/01/2023,09:45:34,1.0,5.0,Lower Manhattan,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
615.0,02/01/2023,09:46:33,2.0,8.0,Hell's Kitchen,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
616.0,02/01/2023,09:48:46,2.0,8.0,Hell's Kitchen,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
617.0,02/01/2023,09:50:09,1.0,8.0,Hell's Kitchen,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
618.0,02/01/2023,09:50:57,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
619.0,02/01/2023,09:52:17,1.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
620.0,02/01/2023,09:54:48,1.0,8.0,Hell's Kitchen,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
621.0,02/01/2023,09:56:28,2.0,8.0,Hell's Kitchen,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
622.0,02/01/2023,09:56:45,1.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
623.0,02/01/2023,09:58:47,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
624.0,02/01/2023,10:01:57,1.0,8.0,Hell's Kitchen,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
,02/01/2023,10:03:39,1.0,8.0,Hell's Kitchen,30.0,,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
626.0,02/01/2023,10:03:39,1.0,8.0,Hell's Kitchen,76.0,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
627.0,02/01/2023,10:05:11,1.0,5.0,Lower Manhattan,58.0,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
628.0,02/01/2023,10:05:22,1.0,5.0,Lower Manhattan,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
629.0,02/01/2023,10:07:28,1.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
630.0,02/01/2023,10:08:23,1.0,8.0,Hell's Kitchen,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
631.0,02/01/2023,10:10:47,2.0,8.0,Hell's Kitchen,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
632.0,02/01/2023,10:13:55,2.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
633.0,02/01/2023,10:13:55,1.0,5.0,Lower Manhattan,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
634.0,02/01/2023,10:16:43,1.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
635.0,02/01/2023,10:19:33,1.0,8.0,Hell's Kitchen,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
,02/01/2023,10:20:52,2.0,,Hell's Kitchen,,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
637.0,02/01/2023,10:22:19,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
638.0,02/01/2023,10:26:49,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
639.0,02/01/2023,10:27:05,1.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
640.0,02/01/2023,10:28:41,1.0,8.0,Hell's Kitchen,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
641.0,02/01/2023,10:30:39,2.0,8.0,Hell's Kitchen,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
642.0,02/01/2023,10:36:18,2.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
643.0,02/01/2023,10:36:44,1.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
644.0,02/01/2023,10:38:55,2.0,8.0,Hell's Kitchen,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
645.0,02/01/2023,10:48:57,1.0,5.0,Lower Manhattan,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
646.0,02/01/2023,10:49:58,1.0,8.0,Hell's Kitchen,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
647.0,02/01/2023,10:55:08,1.0,8.0,Hell's Kitchen,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
648.0,02/01/2023,10:55:35,1.0,,Hell's Kitchen,,2.5,Tea,Brewed Black tea,English Breakfast Rg
649.0,02/01/2023,10:59:58,1.0,8.0,Hell's Kitchen,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
650.0,02/01/2023,11:01:06,2.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
651.0,02/01/2023,11:04:21,1.0,3.0,Astoria,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
652.0,02/01/2023,11:04:21,1.0,3.0,Astoria,70.0,3.25,Bakery,Scone,Cranberry Scone
653.0,02/01/2023,11:06:10,1.0,3.0,Astoria,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
654.0,02/01/2023,11:06:10,1.0,3.0,Astoria,77.0,3.0,Bakery,Scone,Oatmeal Scone
655.0,02/01/2023,11:06:28,1.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
656.0,02/01/2023,11:10:15,2.0,8.0,Hell's Kitchen,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
657.0,02/01/2023,11:11:23,2.0,3.0,Astoria,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
658.0,02/01/2023,11:12:05,,,Hell's Kitchen,41.0,,Coffee,Barista Espresso,Cappuccino Lg
659.0,02/01/2023,11:12:33,1.0,5.0,Lower Manhattan,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
660.0,02/01/2023,11:13:01,2.0,3.0,Astoria,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
661.0,02/01/2023,11:13:37,1.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
662.0,02/01/2023,11:14:15,2.0,3.0,Astoria,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
,02/01/2023,11:15:12,,3.0,Astoria,,3.75,Coffee,Barista Espresso,Cappuccino
664.0,02/01/2023,11:15:28,1.0,3.0,Astoria,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
,02/01/2023,11:15:40,,3.0,Astoria,42.0,,Tea,Brewed herbal tea,Lemon Grass Rg
666.0,02/01/2023,11:16:51,2.0,3.0,Astoria,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
667.0,02/01/2023,11:16:51,1.0,3.0,Astoria,75.0,3.5,Bakery,Pastry,Croissant
668.0,02/01/2023,11:18:12,,,Astoria,36.0,,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
669.0,02/01/2023,11:18:25,2.0,3.0,Astoria,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
670.0,02/01/2023,11:19:12,2.0,3.0,Astoria,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
671.0,02/01/2023,11:19:42,1.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
672.0,02/01/2023,11:21:43,2.0,3.0,Astoria,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
673.0,02/01/2023,11:21:49,2.0,3.0,Astoria,38.0,3.75,Coffee,Barista Espresso,Latte
674.0,02/01/2023,11:22:46,1.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
675.0,02/01/2023,11:25:20,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
676.0,02/01/2023,11:27:35,2.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
677.0,02/01/2023,11:32:11,2.0,8.0,Hell's Kitchen,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
678.0,02/01/2023,11:34:44,,8.0,Hell's Kitchen,,,Tea,Brewed herbal tea,Lemon Grass Lg
679.0,02/01/2023,11:35:02,1.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
680.0,02/01/2023,11:35:02,1.0,3.0,Astoria,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
,02/01/2023,11:35:14,,3.0,Astoria,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
682.0,02/01/2023,11:35:14,1.0,3.0,Astoria,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
683.0,02/01/2023,11:36:50,2.0,5.0,Lower Manhattan,58.0,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
684.0,02/01/2023,11:38:23,2.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
685.0,02/01/2023,11:39:11,2.0,5.0,Lower Manhattan,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
686.0,02/01/2023,11:39:11,1.0,5.0,Lower Manhattan,74.0,3.5,Bakery,Biscotti,Ginger Biscotti
687.0,02/01/2023,11:40:12,2.0,8.0,Hell's Kitchen,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
688.0,02/01/2023,11:41:54,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
689.0,02/01/2023,11:42:36,2.0,8.0,Hell's Kitchen,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
690.0,02/01/2023,11:42:36,1.0,8.0,Hell's Kitchen,72.0,3.25,Bakery,Scone,Ginger Scone
691.0,02/01/2023,11:43:04,2.0,3.0,Astoria,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
692.0,02/01/2023,11:49:10,1.0,5.0,Lower Manhattan,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
693.0,02/01/2023,11:50:18,1.0,8.0,Hell's Kitchen,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
694.0,02/01/2023,11:50:32,1.0,8.0,Hell's Kitchen,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
695.0,02/01/2023,11:53:48,2.0,8.0,Hell's Kitchen,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
,02/01/2023,11:53:54,,8.0,Hell's Kitchen,,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
697.0,02/01/2023,11:54:01,2.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
698.0,02/01/2023,11:54:30,1.0,3.0,Astoria,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
699.0,02/01/2023,11:55:31,1.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
700.0,02/01/2023,11:56:26,1.0,8.0,Hell's Kitchen,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
701.0,02/01/2023,11:56:58,1.0,8.0,Hell's Kitchen,37.0,3.0,Coffee,Barista Espresso,Espresso shot
702.0,02/01/2023,11:56:58,1.0,8.0,Hell's Kitchen,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
703.0,02/01/2023,11:58:49,2.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
704.0,02/01/2023,11:58:49,1.0,8.0,Hell's Kitchen,71.0,3.75,Bakery,Pastry,Chocolate Croissant
705.0,02/01/2023,12:01:50,1.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
706.0,02/01/2023,12:03:47,1.0,3.0,Astoria,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
707.0,02/01/2023,12:06:18,1.0,3.0,Astoria,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
708.0,02/01/2023,12:12:01,2.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
709.0,02/01/2023,12:12:44,1.0,3.0,Astoria,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
710.0,02/01/2023,12:14:00,1.0,8.0,Hell's Kitchen,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
711.0,02/01/2023,12:18:13,1.0,3.0,Astoria,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
712.0,02/01/2023,12:18:22,2.0,3.0,Astoria,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
713.0,02/01/2023,12:18:22,1.0,3.0,Astoria,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
714.0,02/01/2023,12:20:43,1.0,5.0,Lower Manhattan,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
715.0,02/01/2023,12:20:43,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
716.0,02/01/2023,12:21:38,1.0,8.0,Hell's Kitchen,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
717.0,02/01/2023,12:21:39,1.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
718.0,02/01/2023,12:21:58,2.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
719.0,02/01/2023,12:22:04,1.0,3.0,Astoria,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
720.0,02/01/2023,12:22:12,1.0,5.0,Lower Manhattan,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
721.0,02/01/2023,12:22:12,1.0,5.0,Lower Manhattan,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
722.0,02/01/2023,12:23:03,1.0,5.0,Lower Manhattan,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
723.0,02/01/2023,12:23:30,1.0,3.0,Astoria,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
724.0,02/01/2023,12:23:30,1.0,3.0,Astoria,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
725.0,02/01/2023,12:24:39,2.0,5.0,Lower Manhattan,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
726.0,02/01/2023,12:24:39,1.0,5.0,Lower Manhattan,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
727.0,02/01/2023,12:25:03,1.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
728.0,02/01/2023,12:25:24,2.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
729.0,02/01/2023,12:26:13,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
730.0,02/01/2023,12:26:13,1.0,5.0,Lower Manhattan,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
731.0,02/01/2023,12:26:18,1.0,8.0,Hell's Kitchen,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
732.0,02/01/2023,12:27:01,1.0,8.0,Hell's Kitchen,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
733.0,02/01/2023,12:28:08,2.0,3.0,Astoria,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
734.0,02/01/2023,12:28:25,1.0,3.0,Astoria,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
735.0,02/01/2023,12:29:07,1.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
736.0,02/01/2023,12:30:43,2.0,3.0,Astoria,,,Tea,Brewed Black tea,Earl Grey Rg
737.0,02/01/2023,12:32:19,1.0,8.0,Hell's Kitchen,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
738.0,02/01/2023,12:33:04,2.0,3.0,Astoria,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
739.0,02/01/2023,12:34:00,1.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
740.0,02/01/2023,12:36:06,1.0,8.0,Hell's Kitchen,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
741.0,02/01/2023,12:36:37,1.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
742.0,02/01/2023,12:38:47,2.0,8.0,Hell's Kitchen,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
743.0,02/01/2023,12:38:51,1.0,3.0,Astoria,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
744.0,02/01/2023,12:39:04,2.0,5.0,Lower Manhattan,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
745.0,02/01/2023,12:41:28,1.0,8.0,Hell's Kitchen,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
746.0,02/01/2023,12:42:19,1.0,5.0,Lower Manhattan,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
747.0,02/01/2023,12:42:47,1.0,8.0,Hell's Kitchen,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
748.0,02/01/2023,12:45:02,1.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
749.0,02/01/2023,12:46:04,2.0,3.0,Astoria,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
750.0,02/01/2023,12:47:49,2.0,3.0,Astoria,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
751.0,02/01/2023,12:53:16,2.0,8.0,Hell's Kitchen,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
752.0,02/01/2023,12:54:07,1.0,5.0,Lower Manhattan,58.0,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
753.0,02/01/2023,12:54:07,1.0,5.0,Lower Manhattan,77.0,3.0,Bakery,Scone,Oatmeal Scone
754.0,02/01/2023,12:54:53,2.0,5.0,Lower Manhattan,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
755.0,02/01/2023,12:55:19,1.0,3.0,Astoria,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
756.0,02/01/2023,12:57:55,2.0,8.0,Hell's Kitchen,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
757.0,02/01/2023,12:58:04,2.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
758.0,02/01/2023,12:58:38,2.0,8.0,Hell's Kitchen,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
759.0,02/01/2023,12:58:57,1.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
760.0,02/01/2023,12:59:28,1.0,8.0,Hell's Kitchen,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
761.0,02/01/2023,12:59:45,2.0,3.0,Astoria,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
762.0,02/01/2023,13:02:03,2.0,3.0,Astoria,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
763.0,02/01/2023,13:03:14,2.0,8.0,Hell's Kitchen,40.0,3.75,Coffee,Barista Espresso,Cappuccino
764.0,02/01/2023,13:03:14,1.0,8.0,Hell's Kitchen,76.0,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
765.0,02/01/2023,13:03:33,2.0,5.0,Lower Manhattan,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
766.0,02/01/2023,13:03:53,2.0,3.0,Astoria,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
767.0,02/01/2023,13:04:02,1.0,8.0,Hell's Kitchen,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
768.0,02/01/2023,13:04:56,2.0,3.0,Astoria,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
769.0,02/01/2023,13:05:41,1.0,3.0,Astoria,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
770.0,02/01/2023,13:09:27,1.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
771.0,02/01/2023,13:09:27,1.0,5.0,Lower Manhattan,70.0,3.25,Bakery,Scone,Cranberry Scone
772.0,02/01/2023,13:10:17,1.0,8.0,Hell's Kitchen,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
773.0,02/01/2023,13:10:17,1.0,8.0,Hell's Kitchen,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
774.0,02/01/2023,13:10:41,2.0,8.0,Hell's Kitchen,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
775.0,02/01/2023,13:14:54,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
776.0,02/01/2023,13:15:40,1.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
777.0,02/01/2023,13:21:09,2.0,3.0,Astoria,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
778.0,02/01/2023,13:21:23,2.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
779.0,02/01/2023,13:23:18,2.0,3.0,Astoria,39.0,4.25,Coffee,Barista Espresso,Latte Rg
780.0,02/01/2023,13:23:38,1.0,3.0,Astoria,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
781.0,02/01/2023,13:24:33,2.0,3.0,Astoria,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
,02/01/2023,13:25:02,1.0,,Hell's Kitchen,,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
783.0,02/01/2023,13:26:47,1.0,3.0,Astoria,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
784.0,02/01/2023,13:28:24,2.0,8.0,Hell's Kitchen,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
785.0,02/01/2023,13:29:51,1.0,3.0,Astoria,38.0,3.75,Coffee,Barista Espresso,Latte
,02/01/2023,13:29:59,,3.0,Astoria,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
787.0,02/01/2023,13:30:00,2.0,3.0,Astoria,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
788.0,02/01/2023,13:30:00,1.0,3.0,Astoria,76.0,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
